comentario;sentimiento;base
Buena comida, buen servicio.;1;yelp
Fue absolutamente increíble.;1;yelp
Probablemente no vuelva, para ser honesto.;0;yelp
Sin duda volveremos!;1;yelp
El sándwich de carne de sargento con salsa de auju es también un excelente sándwich.;1;yelp
Hawaiian Breeze, Mango Magic y Pineapple Delight son los batidos que he probado hasta ahora y todos son buenos.;1;yelp
Fuimos a almorzar, el servicio fue lento.;0;yelp
Tuvimos tanto que decir sobre el lugar antes de que entráramos que él esperaba que fuera increíble, pero se decepcionó rápidamente.;0;yelp
Yo estaba mortificado.;0;yelp
No hace falta decir que nunca volveremos aquí de nuevo.;0;yelp
De todos modos, la comida definitivamente no estaba llena, y por el precio que pagas debes esperar más.;0;yelp
Los chips que salieron goteaban grasa, y en su mayoría no eran comestibles.;0;yelp
No estaba realmente impresionado con Strip Steak.;0;yelp
He estado yendo desde 2007 y cada comida ha sido increíble!;1;yelp
Nuestro camarero era muy agradable y atento al igual que el otro personal de servicio.;1;yelp
El cajero era amable e incluso me trajo la comida.;1;yelp
Trabajo en la industria de la hospitalidad en Paradise Valley y me he abstenido de recomendar Cibo por más tiempo.;0;yelp
El ambiente aquí es divertido.;1;yelp
No se lo recomendaría a otros.;0;yelp
"El servicio es rápido e incluso los pedidos ""para llevar"" son como nos gusta.";1;yelp
Quiero decir realmente, ¿cómo te vuelves tan famoso por tu pescado y papas fritas cuando es tan terrible?;0;yelp
Dicho esto, nuestras bocas y vientres todavía estaban bastante contentos.;1;yelp
No es lo mio.;0;yelp
2 pulgares arriba !!;1;yelp
Si estás leyendo esto por favor no vayas allí.;0;yelp
Me encantó la pizza a la parrilla, me recordó de pizza italiana legítima.;1;yelp
Solo ventajas: Amplia área de descanso / Área de bar agradable / Gran menú de bebidas sencillas / ¡La MEJOR pizza de horno de ladrillo con masa hecha en casa!;1;yelp
Tienen un ambiente muy agradable.;1;yelp
Esta noche tuve el especial de Elk Filet ... y apestó.;0;yelp
Después de un bocado, me enganché.;1;yelp
Pedimos algunos clásicos antiguos y algunos platos nuevos después de ir allí unas cuantas veces y quedamos muy decepcionados con todo.;0;yelp
Lindo, pintoresco, sencillo, honesto.;1;yelp
El pollo estaba deliciosamente sazonado y tenía el pollo perfecto por fuera y el pollo húmedo por dentro.;1;yelp
La comida estuvo buena como siempre, felicitaciones al chef.;1;yelp
Gracias especiales a Dylan T. por la recomendación sobre qué ordenar :) Todo delicioso para mi barriga.;1;yelp
Impresionante selección de cerveza.;1;yelp
Buena comida y servicio increíble!;1;yelp
Una cosa buena fue que agregaron propina en la factura ya que nuestro grupo era más grande que 6 u 8, y no esperaban más propina que esa.;1;yelp
Una mosca estaba en mi jugo de manzana ... ¡¡¡UNA VUELA !!!!!!!;0;yelp
El pollo Han Nan también era muy sabroso.;1;yelp
En cuanto al servicio, me pareció bueno.;1;yelp
La comida era apenas tibia, por lo que debe haber estado sentada esperando que el servidor nos la trajera.;0;yelp
Ryan's Bar es definitivamente un establecimiento de Edimburgo que no volveré a visitar.;0;yelp
El mejor restaurante chino en el que he estado en mucho tiempo.;1;yelp
En general, me gusta la comida y el servicio.;1;yelp
Ahora también sirven pan indio con hummus y un poco de salsa picante de piñones que estaba fuera de este mundo.;1;yelp
Probablemente nunca vuelva, y no lo recomendaría.;0;yelp
La pasta de un amigo, también mala, apenas la tocó.;0;yelp
Pruébalos en el aeropuerto para experimentar una comida sabrosa y un servicio rápido y cordial.;1;yelp
Me encanta la decoración con el papel de pared caligrafía china.;1;yelp
Nunca tuve nada de qué quejarme aquí.;1;yelp
El restaurante está muy limpio y tiene un restaurante familiar.;1;yelp
Estaba muy frito.;0;yelp
No estoy seguro de cuánto tiempo estuvimos allí, pero fue suficiente para que empezara a sentirme incómodamente fuera de lugar.;0;yelp
Cuando abrí el sándwich, me impresionó, pero no de buena manera.;0;yelp
No volveré!;0;yelp
Hubo una cálida sensación con el servicio y me sentí como su invitado para un regalo especial.;1;yelp
Un extenso menú ofrece muchas opciones para el desayuno.;1;yelp
Siempre pido del menú vegetariano durante la cena, que tiene una amplia gama de opciones para elegir.;1;yelp
¡He visto cómo se inflan sus precios, las porciones se reducen y las actitudes de la gerencia crecen rápidamente!;0;yelp
Las maravillosas tapas de lil y el ambiente me hicieron sentir todo cálido y borroso por dentro.;1;yelp
Pude disfrutar de la ensalada de mariscos, con un fabuloso vinegrette.;1;yelp
Los wontons eran delgados, no gruesos y cauchutosos, casi se derriten en la boca.;1;yelp
El picante del nivel 5 era perfecto, donde la especia no abrumaba la sopa.;1;yelp
Nos sentamos justo a tiempo y nuestro servidor desde el principio fue fantástico!;1;yelp
Lo principal que no disfruté es que la multitud es de gente mayor, de alrededor de 30 años en adelante.;0;yelp
Cuando esté en este lado de la ciudad, este será definitivamente un lugar al que volveré a golpear.;1;yelp
Tuve que esperar más de 30 minutos para obtener mi bebida y más tiempo para obtener 2 arepas.;0;yelp
¡Este es un excelente lugar para comer!;1;yelp
El tocino jalapeño es tan bueno.;1;yelp
El servicio era pobre y eso es agradable.;0;yelp
La comida era buena, el servicio era bueno, los precios eran buenos.;1;yelp
El lugar no estaba limpio y la comida ¡oh, tan vieja!;0;yelp
Los platos de pollo están bien, la carne de res es como un zapato de cuero.;0;yelp
Pero el servicio fue más que malo.;0;yelp
"¡¡¡Estoy tan feliz de estar aquí!!!""";1;yelp
Sabido como la suciedad.;0;yelp
Uno de los pocos lugares en Phoenix a los que sin duda volvería de nuevo.;1;yelp
El bloque fue increíble.;1;yelp
Está cerca de mi casa, es discreto, no es lujoso, tiene precios asequibles, buena comida.;1;yelp
* ¡Tanto las sopas de flores calientes como las amargas y las de huevo fueron absolutamente de 5 estrellas!;1;yelp
Mi sashimi era de mala calidad al estar empapado y sin sabor.;0;yelp
Gran momento - cena familiar en un domingo por la noche.;1;yelp
"La comida no es sabrosa en absoluto, por no decir que es su ""verdadero estilo tradicional de Hunan"".";0;yelp
Lo que me molestó, fue el servicio lento.;0;yelp
Los camareros de estilo son absolutamente increíbles!;1;yelp
Sus margaritas congeladas son demasiado azucaradas para mi gusto.;0;yelp
Eran tan buenos que los pedimos dos veces.;1;yelp
Entonces, en pocas palabras: 1) El restaurante huele a una combinación de un mercado de pescado sucio y una alcantarilla.;0;yelp
La ternera de mi novia era muy mala.;0;yelp
Lamentablemente, no fue bueno.;0;yelp
Tuve una experiencia bastante satificante.;1;yelp
Únete al club y recibe increíbles ofertas por correo electrónico.;1;yelp
Perfecto para alguien (a mí) a quien solo le gusta la cerveza bien fría, o en este caso, incluso más frío.;1;yelp
Suave y sin sabor es una buena manera de describir la carne apenas tibia.;0;yelp
Las cadenas, de las que no soy fan, vencieron fácilmente a este lugar.;0;yelp
Los nachos son DEBEN TENER!;1;yelp
No volveremos;0;yelp
No tengo muchas palabras que decir sobre este lugar, pero hace todo muy bien.;1;yelp
El personal es súper agradable y muy rápido incluso con las multitudes locas de los jurados del centro, abogados y personal de la corte.;1;yelp
Gran ambiente, servicio amable y rápido.;1;yelp
Cuando recibí mi Pita era enorme, tenía mucha carne, así que aplaude allí.;1;yelp
Una vez que llega tu comida es meh.;0;yelp
Pagar $ 7.85 por un hot dog y papas fritas que parecen salidos de una comida para niños en el Wienerschnitzel no es mi idea de una buena comida.;0;yelp
El clásico Maine Lobster Roll fue fantástico.;1;yelp
Mi cuñado que trabaja en el centro comercial comió aquí el mismo día, y adivina qué estuvo enfermo toda la noche también.;0;yelp
Tan bueno que voy a tener que revisar este lugar dos veces, una vez aquí un homenaje al lugar y una vez como homenaje a un evento que se celebró aquí anoche.;1;yelp
Las patatas fritas y la salsa eran muy buenas, la salsa era muy fresca.;1;yelp
Este lugar es genial !!!!!!!!!!!!!!;1;yelp
La comida mediocre.;0;yelp
Una vez que entres te quedarás impresionado con el lugar.;1;yelp
Estoy super enojado.;0;yelp
Y el servicio fue muy amable.;1;yelp
¿Por qué estos pequeños vegetales tristes están demasiado cocidos?;0;yelp
Este lugar fue una agradable sorpresa!;1;yelp
Estaban dorados, crujientes y deliciosos.;1;yelp
Tenía muchas esperanzas para este lugar, ya que las hamburguesas se cocinan sobre una parrilla de carbón, pero desafortunadamente el sabor se ha desinflado.;0;yelp
Podría comer su bruschetta todo el día es divino.;1;yelp
Ni un solo empleado salió a ver si estábamos bien o incluso necesitábamos una recarga de agua una vez que finalmente nos sirvieron nuestra comida.;0;yelp
Por último, los palitos de mozzarella, fueron lo mejor que pedimos.;1;yelp
La primera vez que vine aquí tuve una experiencia increíble, todavía le digo a la gente lo increíble que fue el pato.;1;yelp
El servidor fue muy negligente con nuestras necesidades y nos hizo sentir muy incómodos ... No recomendaría este lugar!;0;yelp
El servicio fue terrible, aunque.;0;yelp
Este lugar es demasiado caro, no es coherente con su boba, ¡y realmente es EXCESIVADO!;0;yelp
¡Estaba lleno!;0;yelp
Amo este lugar.;1;yelp
Puedo decir que los postres eran deliciosos.;1;yelp
La comida era terrible.;0;yelp
La fruta de temporada era puré de melocotón blanco fresco.;1;yelp
Siguió empeorando y empeorando, así que ahora ya he terminado oficialmente.;0;yelp
Este lugar debería ser volado honestamente.;0;yelp
Pero definitivamente no volvería a comer aquí de nuevo.;0;yelp
¡No desperdicies tu dinero aquí!;0;yelp
Me encanta que pongan su comida en bonitos recipientes de plástico en lugar de meterla en pequeñas cajas de papel para llevar.;1;yelp
La crepe era delicada y delgada y húmeda.;1;yelp
Servicio horrible;0;yelp
Nunca volveré aquí de nuevo.;0;yelp
La calidad de la comida ha sido horrible.;0;yelp
Por ese precio puedo pensar en algunos lugares en los que me hubiera gustado ir.;0;yelp
El servicio aquí es justo en el mejor de los casos.;0;yelp
Me encanta el sushi, pero encontré que Kabuki es demasiado caro, demasiado caro y bajo servicios.;0;yelp
Hazte un favor y mantente alejado de este plato.;0;yelp
Muy mal servicio.;0;yelp
Nadie en la mesa pensó que la comida estaba por encima de la media o valió la pena la espera que tuvimos para ella.;0;yelp
El mejor servicio y comida de todos los tiempos, María, nuestra camarera, fue tan buena y amable que hizo nuestro día.;1;yelp
Eran excelentes.;1;yelp
Pagué la factura pero no lo hice porque sentí que el servidor hizo un trabajo terrible.;0;yelp
Sólo almorcé aquí y tuve una gran experiencia.;1;yelp
Nunca he tenido una comida tan sosa que me haya sorprendido considerando que el artículo que leímos se centró tanto en sus especias y su sabor.;0;yelp
La comida es demasiado cara y las porciones son jodidamente pequeñas.;0;yelp
Recientemente probé Caballero's y he regresado cada semana desde entonces!;1;yelp
Por 40 dólares la cabeza, realmente espero mejor comida.;0;yelp
La comida salió a buen ritmo.;1;yelp
Comí allí dos veces en mi última visita, y especialmente disfruté de la ensalada de salmón.;1;yelp
No volveré;0;yelp
¡No podíamos creer lo sucias que estaban las ostras!;0;yelp
Este lugar no merece estrellas.;0;yelp
Yo no recomendaría este lugar.;0;yelp
De hecho, voy a redondear hasta 4 estrellas, solo porque ella era tan increíble.;1;yelp
Para mi incredulidad, cada plato fue calificado como la peor versión de estos alimentos que he probado en mi vida.;0;yelp
Mal día o no, tengo una tolerancia muy baja para la gente malintencionada de servicio al cliente, ¡es su trabajo ser amable y educado, lavar los platos de otra manera!;0;yelp
Las papas eran geniales y la galleta.;1;yelp
Probablemente no volvería aquí de nuevo.;0;yelp
Muy sabrosa y tiene la cantidad perfecta de calor.;1;yelp
El precio es razonable y el servicio es excelente.;1;yelp
La esposa odiaba su comida (camarones de coco), y nuestros amigos tampoco disfrutaban mucho de sus comidas.;0;yelp
Mi amigo consiguió los huevos rancheros y no parecían demasiado atractivos.;0;yelp
Fuimos en hora feliz, una gran lista de vinos.;1;yelp
Algunos pueden decir que este buffet es caro, pero creo que obtienes lo que pagas y ¡este lugar te está costando bastante!;1;yelp
Probablemente no vuelva aquí.;0;yelp
La peor comida / servicio que he tenido en mucho tiempo.;0;yelp
Este lugar es bastante bueno, buen ambiente en el restaurante.;1;yelp
Hablamos de un excelente servicio al cliente, por supuesto que volveremos.;1;yelp
Los platos calientes no están calientes, los fríos están cerca de la temperatura ambiente. Vi cómo el personal preparaba la comida con BARE HANDS, sin guantes. Todo está frito en aceite.;0;yelp
Me encantan sus papas fritas y sus frijoles.;1;yelp
Siempre es un placer tratar con él.;1;yelp
Tienen una gran cantidad de ensaladas y sándwiches, y todo lo que he probado tiene mi sello de aprobación.;1;yelp
Este lugar es increíble si quieres algo ligero y saludable durante el verano.;1;yelp
Para sushi en el Strip, este es el lugar para ir.;1;yelp
El servicio fue excelente, incluso el gerente vino y ayudó con nuestra mesa.;1;yelp
La sensación del comedor fue más un curso de cocina universitaria que una cena de alta categoría y el servicio fue lento en el mejor de los casos.;0;yelp
Comencé esta revisión con dos estrellas, pero la estoy editando para darle solo una.;0;yelp
Este es el peor sushi que he comido, además de Costco's.;0;yelp
En general, un excelente restaurante destacado por un excelente servicio, un menú único y un hermoso entorno.;1;yelp
Mi novio y yo nos sentamos en el bar y tuvimos una experiencia completamente encantadora.;1;yelp
Extraña vibra de los propietarios.;0;yelp
Casi no había carne.;0;yelp
He tenido mejores panecillos de la tienda de comestibles.;0;yelp
Ir a lugar para Gyros.;1;yelp
Me encanta el propietario / chef, su único auténtico tío fresco japonés!;1;yelp
Ahora las hamburguesas no son tan buenas, la pizza que solía ser increíble es pastosa y sin sabor.;0;yelp
Encontré un trozo de alambre de seis pulgadas de largo en mi salsa.;0;yelp
El servicio fue terrible, la comida era mediocre.;0;yelp
Definitivamente disfrutamos de nosotros mismos.;1;yelp
Pedí sopa de albondigas, que estaba tibia, y sabía a sopa de tomate con albóndigas congeladas.;0;yelp
