habitantes,area_m2,neveras,lavadoras,televisores,computadores,horas_aire_dia,horas_iluminacion_dia,consumo_mensual_kwh
2,53.50,1,1,3,4,0.00,6.82,203.63
4,72.42,1,1,2,3,0.00,4.18,174.74
5,89.76,1,2,1,2,0.00,7.44,159.97
5,80.85,2,2,3,1,6.18,3.57,378.06
5,86.94,2,0,2,4,0.00,5.01,212.86
3,77.37,2,1,1,4,0.00,2.65,205.39
1,57.32,2,1,4,0,0.00,7.02,171.41
6,79.35,2,2,4,1,0.00,5.99,241.20
5,56.69,1,2,3,3,0.00,3.97,208.10
5,81.26,2,2,2,0,0.00,3.07,182.26
6,133.79,2,2,1,2,0.00,3.69,217.45
2,45.66,2,0,2,2,0.00,2.37,142.50
6,94.72,2,2,2,2,5.51,4.68,413.40
5,103.12,2,2,2,3,0.00,6.47,258.52
5,87.36,2,0,2,0,0.00,3.41,182.06
6,99.44,1,2,2,3,0.00,4.46,233.28
5,96.70,2,1,2,0,0.00,7.47,200.18
4,114.10,2,0,0,0,0.00,4.59,161.12
2,70.16,2,1,4,1,0.00,8.75,233.99
5,142.23,2,0,0,1,0.00,7.84,212.86
2,100.82,1,2,3,2,0.00,2.38,167.60
1,30.00,1,2,2,3,6.54,3.70,312.55
2,30.00,2,1,4,4,0.00,2.87,186.50
2,58.44,2,2,1,0,0.00,2.21,148.56
4,89.58,1,1,4,2,0.00,7.73,188.81
2,55.98,2,0,3,2,0.00,3.83,186.24
4,95.85,2,1,4,1,0.00,3.90,203.56
6,137.26,1,0,2,3,2.80,5.46,251.28
5,86.84,1,1,3,1,0.00,6.04,208.51
5,71.25,2,2,1,2,0.00,5.65,175.77
1,78.90,1,1,4,0,0.00,5.94,115.76
4,81.77,2,0,1,3,6.41,8.10,354.33
4,71.35,2,1,2,2,4.36,6.07,332.88
4,88.61,2,2,1,4,0.00,7.47,192.69
1,43.63,1,2,3,2,0.00,5.16,131.61
5,60.63,2,0,0,2,0.00,6.24,173.40
3,83.27,1,0,3,0,0.00,6.40,110.04
6,140.15,1,1,3,3,0.00,6.62,217.71
6,101.98,2,0,2,0,0.00,5.29,176.85
5,82.01,1,0,4,0,3.39,6.17,259.00
1,35.78,2,0,4,0,0.00,3.02,112.45
3,61.81,1,2,0,3,0.00,2.79,160.74
2,90.92,2,2,3,1,0.00,2.03,212.43
1,31.26,2,0,0,0,0.00,3.32,90.99
5,92.60,2,1,1,4,1.63,2.09,253.57
4,98.91,1,2,3,0,0.00,5.84,178.88
1,51.73,2,2,4,2,0.00,2.79,155.91
3,59.63,2,1,1,4,0.00,5.43,215.22
1,37.43,2,1,3,3,0.00,2.17,183.34
4,96.96,1,2,0,2,0.00,7.15,145.70
5,76.52,2,0,4,1,0.00,4.02,243.90
3,43.70,2,1,2,1,0.00,8.37,211.26
1,60.00,1,2,2,1,0.00,3.72,113.30
5,87.99,2,0,1,2,0.00,8.30,213.61
3,55.85,2,2,4,4,0.00,4.41,265.77
2,46.16,1,1,4,4,0.00,7.96,239.31
3,73.76,1,2,3,2,1.22,3.94,207.74
3,85.61,2,0,3,3,3.37,4.26,287.35
6,131.20,2,2,3,0,2.69,8.97,331.45
4,48.91,2,1,4,2,3.48,8.97,260.06
1,58.13,1,2,0,1,0.00,7.67,77.57
2,77.20,1,0,4,2,0.00,6.55,167.61
3,104.32,2,2,0,4,4.45,5.06,349.70
4,87.48,1,2,4,0,0.00,8.22,193.89
3,34.39,2,1,1,3,0.00,2.64,215.80
1,44.26,1,0,0,2,0.00,8.37,110.59
2,85.54,1,2,2,1,0.00,2.27,119.58
6,106.73,1,1,0,0,0.00,4.81,188.17
4,105.43,2,1,2,2,1.57,3.61,266.64
1,53.16,1,1,1,3,6.61,7.66,311.38
4,82.81,1,2,1,0,0.00,6.29,156.31
3,79.16,1,2,0,4,0.00,8.53,197.65
1,76.08,2,2,4,0,0.00,3.65,184.46
5,93.22,1,0,4,4,2.53,2.07,267.49
1,30.00,1,1,4,3,0.00,5.08,157.77
2,71.81,2,2,2,3,0.00,2.92,201.49
5,113.66,2,1,1,3,0.00,4.28,257.24
6,105.63,2,2,1,4,6.49,5.38,428.83
5,123.40,2,2,1,2,0.00,2.36,226.77
5,94.51,2,0,1,1,0.00,8.89,199.23
3,96.59,1,2,4,1,0.00,6.18,178.84
3,100.11,2,0,3,4,0.00,8.91,262.75
3,97.37,2,1,3,1,1.68,7.46,262.76
5,104.29,2,1,4,4,1.26,8.40,328.51
2,96.59,2,2,3,4,0.00,2.07,205.88
5,83.00,2,0,0,2,0.00,2.74,170.62
6,126.66,1,1,4,0,0.00,8.31,186.24
1,65.06,2,0,0,4,0.00,3.39,149.55
5,143.26,2,1,4,1,0.00,3.36,221.41
2,106.07,1,1,0,4,0.00,4.20,159.35
1,67.81,2,1,3,1,6.89,2.43,334.28
3,58.28,2,1,2,0,0.00,2.06,150.89
4,97.64,1,0,2,3,0.00,8.35,174.21
6,131.88,2,0,0,0,4.35,3.40,274.91
3,64.25,1,0,2,1,0.00,5.28,138.41
3,90.70,2,2,3,0,0.00,7.52,181.98
1,62.24,1,0,1,4,0.00,3.24,145.66
2,47.06,2,0,3,3,0.00,7.62,190.65
5,110.71,2,2,3,0,0.00,6.22,165.79
6,108.39,2,1,1,0,0.00,3.43,217.76
5,110.96,1,0,3,3,0.00,3.93,192.12
5,116.93,2,0,2,0,0.00,8.73,220.10
2,82.77,2,1,2,0,0.00,3.09,178.19
5,112.19,2,0,1,3,0.00,8.96,228.36
1,30.92,1,0,4,4,0.00,3.59,163.06
2,82.40,1,1,4,2,0.00,4.02,133.51
6,100.29,2,2,3,4,0.00,5.51,276.93
4,102.69,1,0,2,2,0.00,2.34,161.08
6,127.73,2,2,4,0,0.00,3.88,249.78
4,93.82,2,0,2,1,0.00,5.00,156.96
3,62.48,2,1,3,2,0.00,7.00,196.92
5,89.14,2,2,3,3,0.00,4.08,238.77
3,76.63,2,2,1,1,3.00,6.87,308.65
6,114.53,2,0,4,1,0.00,4.81,230.32
5,114.63,1,2,3,3,0.00,3.58,235.00
2,51.95,2,1,1,2,0.00,8.30,132.26
4,94.67,1,2,2,1,0.00,8.00,186.28
2,55.29,1,0,3,4,2.60,6.09,265.81
3,102.21,1,2,2,4,0.00,3.21,189.81
1,56.46,1,0,4,4,0.00,6.99,170.64
4,85.14,1,1,1,2,0.00,6.70,127.11
1,50.52,1,1,3,4,0.00,6.36,161.61
5,108.48,2,2,4,3,2.51,3.30,312.09
4,63.52,1,0,3,4,1.49,6.78,275.54
1,30.49,2,0,2,1,0.00,7.27,139.11
2,58.53,2,1,3,2,3.98,4.14,252.50
2,33.40,2,0,1,1,0.00,4.16,138.89
5,112.48,1,0,3,3,0.00,2.22,175.97
1,42.96,2,0,3,2,0.00,6.47,183.30
6,103.15,2,1,2,4,3.20,2.76,347.01
5,84.84,2,2,2,3,0.00,2.17,254.00
3,90.61,2,0,1,2,0.00,8.32,200.12
3,75.28,2,0,4,2,0.00,2.30,187.34
5,122.37,1,0,0,3,2.25,7.64,288.71
5,100.43,2,0,1,3,0.00,3.27,209.90
5,110.39,2,2,1,4,3.28,5.20,318.72
4,56.52,1,0,1,4,0.00,4.86,162.33
2,53.60,2,2,2,0,0.00,3.26,155.59
4,74.98,1,1,2,4,2.52,6.63,286.19
5,98.14,1,0,4,3,0.00,4.17,255.29
3,78.26,2,1,1,1,0.00,4.47,192.12
1,32.59,1,2,0,4,0.00,4.04,144.06
3,107.00,1,2,3,1,0.00,6.20,167.85
3,93.11,1,1,4,0,0.00,6.20,166.28
1,30.00,1,0,1,1,1.20,3.76,126.88
1,50.26,2,2,3,4,0.00,7.15,246.92
1,48.69,1,0,0,3,3.70,4.77,226.50
3,64.51,2,1,0,0,0.00,7.70,140.63
5,96.79,2,2,4,3,0.00,3.75,249.35
3,44.84,2,1,2,3,0.00,2.80,136.11
5,101.69,2,1,0,4,0.00,3.26,228.35
4,102.60,1,1,3,4,5.97,2.67,353.39
5,129.06,1,0,0,3,0.00,3.65,171.63
5,98.32,2,0,3,0,0.00,6.36,188.30
1,62.00,2,2,2,1,1.46,8.91,212.71
1,54.51,2,1,2,0,0.00,7.11,175.25
2,38.94,1,0,2,4,0.00,8.61,148.53
3,60.59,2,1,4,4,0.00,3.71,220.39
2,80.73,1,2,0,0,0.00,7.56,85.78
1,84.89,2,0,2,0,0.00,7.27,169.62
3,103.33,2,0,0,2,2.58,7.19,232.02
4,92.05,2,0,0,1,4.74,2.56,300.14
1,30.00,1,1,0,0,6.42,7.91,281.14
4,81.57,2,2,4,2,0.00,7.18,237.92
5,110.22,1,0,1,3,0.00,4.57,203.78
3,88.03,1,2,0,2,2.99,4.30,236.85
4,63.81,2,1,1,4,0.00,4.49,218.36
2,36.87,2,2,3,2,0.00,8.91,213.53
4,98.73,2,0,3,3,0.00,6.78,215.91
5,94.57,1,1,2,0,0.00,8.25,194.25
4,63.59,1,0,3,3,0.00,7.01,220.50
6,110.64,2,1,4,4,0.00,6.19,267.88
5,94.96,2,0,2,0,0.00,7.78,218.63
3,84.37,2,2,4,4,6.63,2.46,412.85
2,50.46,1,2,1,1,0.00,5.34,118.21
5,129.92,2,2,0,3,2.78,4.57,313.79
5,132.03,1,2,4,0,0.00,7.95,232.72
1,78.41,1,2,1,3,0.00,2.62,133.76
3,92.44,1,0,3,1,1.13,9.00,192.70
1,53.53,2,1,3,0,0.00,4.90,178.01
6,127.09,1,1,2,4,3.77,4.94,328.31
2,80.17,1,0,3,1,0.00,7.04,166.35
1,42.90,2,2,1,4,0.00,4.48,199.57
4,71.25,2,1,4,3,0.00,7.09,247.44
1,30.00,2,1,1,3,0.00,4.07,120.05
1,49.19,2,1,0,0,0.00,3.73,130.37
3,86.17,2,2,4,1,0.00,3.08,247.74
2,84.32,2,0,2,3,0.00,3.44,178.31
3,96.28,1,0,4,1,1.25,7.05,225.73
6,118.37,2,1,3,4,0.00,6.60,312.02
1,41.77,2,0,2,0,6.29,6.61,275.62
6,81.57,1,1,3,4,3.77,3.58,300.73
3,88.07,1,0,2,4,0.00,4.81,189.18
4,71.68,1,2,2,1,0.00,8.40,152.79
4,55.25,1,1,4,4,0.00,6.15,201.81
5,63.57,2,2,1,4,2.40,5.10,313.60
1,70.02,1,2,4,1,0.00,7.79,162.42
5,106.61,1,0,3,3,0.00,2.77,210.67
3,103.03,2,1,4,0,0.00,6.13,207.82
1,61.83,2,1,3,1,6.81,5.83,376.77
1,35.64,1,0,1,4,0.00,4.38,141.75
6,104.29,1,0,2,1,0.00,8.28,185.34
5,97.87,1,1,4,1,0.00,5.85,208.32
5,74.30,2,1,3,3,2.84,8.79,293.96
2,41.48,1,1,3,3,0.00,4.56,151.09
1,56.90,2,1,4,1,0.00,7.12,176.80
4,112.91,1,0,0,1,0.00,5.70,129.42
5,80.97,1,2,0,1,0.00,8.51,198.19
5,117.79,2,2,3,1,0.00,3.06,202.19
5,77.01,2,2,3,1,0.00,7.02,243.98
6,102.41,2,2,3,0,0.00,7.42,239.03
4,68.16,1,0,2,0,6.39,5.21,283.56
1,63.09,1,1,4,2,2.52,2.50,183.18
2,82.01,2,2,2,0,0.00,6.30,201.08
6,126.69,1,1,0,0,0.00,6.31,179.65
3,79.52,1,1,1,2,0.00,2.02,157.37
5,82.94,2,1,0,1,0.00,3.52,170.83
5,122.12,1,1,3,2,0.00,3.19,220.75
6,115.14,2,0,2,4,3.50,8.09,376.43
3,97.85,1,0,0,0,0.00,6.51,144.30
5,71.69,2,2,3,0,0.00,7.49,243.88
6,156.12,1,1,3,1,2.90,3.13,315.85
6,101.78,1,0,2,4,0.00,4.72,221.29
5,37.90,2,2,1,1,3.42,7.02,272.90
4,78.17,1,0,2,3,5.58,2.93,298.51
5,103.73,1,0,0,3,0.00,4.21,154.53
3,95.99,2,2,3,2,0.00,5.86,201.45
4,85.93,2,0,4,2,0.00,2.33,245.54
4,108.85,2,2,0,2,0.00,2.39,174.60
6,121.10,2,2,1,3,6.43,6.67,403.19
3,87.15,2,2,1,3,0.00,7.91,202.28
2,73.92,2,1,4,2,0.00,2.05,182.74
1,95.45,2,2,4,0,0.00,6.02,202.06
5,95.95,2,1,0,1,1.97,6.15,256.36
5,89.33,2,2,0,2,5.69,2.29,329.35
3,55.88,1,0,0,4,0.00,3.72,104.25
4,54.19,1,2,2,1,0.00,3.91,150.74
5,66.92,1,1,0,2,0.00,6.25,223.17
4,86.53,2,2,2,0,0.00,8.65,201.02
4,97.64,2,2,0,2,5.40,8.56,362.07
1,56.59,1,2,0,2,0.00,5.60,112.16
2,38.33,1,0,4,0,0.00,6.10,108.15
5,83.53,2,2,0,0,0.00,8.80,192.36
6,116.71,2,0,1,4,5.76,4.44,411.69
1,30.00,1,1,1,2,0.00,7.08,140.11
5,91.95,2,1,0,1,0.00,7.42,218.34
1,53.96,2,0,0,2,0.00,6.95,150.30
1,53.83,2,2,1,1,0.00,4.61,143.95
1,69.40,2,0,4,4,0.00,8.01,196.85
5,100.84,2,2,2,0,0.00,6.37,252.86
3,81.29,2,0,2,0,0.00,3.85,139.85
